symbol,horizon,lookback,cost_bps,min_samples,total_return,max_drawdown,sharpe,trade_count,win_rate,avg_win,avg_loss,exposure_time,benchmark_total_return
GLD,10,126,10.0,5,1.6454817656432037,-0.36721939499978407,0.5555720062363437,212,0.5801886792452831,0.025195561903016764,-0.022589543537350515,0.5149380616954092,2.8004553734061934
GLD,10,126,10.0,10,1.4086743968550488,-0.2694376310180907,0.5182387758302152,200,0.565,0.026005944969896853,-0.022401795943367567,0.48579062424095215,2.8004553734061934
GLD,10,252,5.0,5,0.736030066839447,-0.40319265277693705,0.3750153234448228,226,0.5353982300884956,0.022537077452190225,-0.01987116138238223,0.5489434053922759,2.8004553734061934
GLD,10,252,5.0,10,2.0689535506529455,-0.3282667927418309,0.6282408307256508,212,0.5707547169811321,0.026619946034913536,-0.02179048199617707,0.5149380616954092,2.8004553734061934
GLD,10,252,10.0,5,1.766088381835635,-0.4264892213766426,0.5540046779993902,211,0.5781990521327014,0.026874894315219198,-0.02394375763883369,0.5125091085742045,2.8004553734061934
GLD,10,252,10.0,10,1.8677063213244924,-0.32473578891839916,0.5959322684949168,196,0.5816326530612245,0.0270071422168593,-0.023286218651750585,0.4760748117561331,2.8004553734061934
TLT,5,126,5.0,5,-0.10147152424859773,-0.26055052880333174,-0.03018144371726606,310,0.49032258064516127,0.015387220271067096,-0.01507827721747796,0.37648773378673794,-0.0684778977842112
TLT,5,126,5.0,10,0.042594652418475265,-0.24061758199031757,0.07226317780321882,295,0.5084745762711864,0.01499015991027077,-0.014821083728800187,0.35827058537770223,-0.0684778977842112
TLT,5,126,10.0,5,-0.29121897437234945,-0.4223484504259021,-0.204640878677438,288,0.4722222222222222,0.015239724282376377,-0.015510343924488827,0.34976924945348553,-0.0684778977842112
TLT,5,126,10.0,10,-0.262377578483875,-0.3978654025620366,-0.18338526670247568,276,0.48188405797101447,0.014865851976781768,-0.015562852754533462,0.33519553072625696,-0.0684778977842112
TLT,5,252,5.0,5,0.1805475480901355,-0.26637436628416034,0.15726260611218823,272,0.5110294117647058,0.0169542705026977,-0.01597412978602941,0.33033762448384746,-0.0684778977842112
TLT,5,252,5.0,10,-0.007930097026140004,-0.20859129426069012,0.036916462031282925,249,0.5060240963855421,0.016320529186039982,-0.01629890271617879,0.30240466358999274,-0.0684778977842112
TLT,5,252,10.0,5,0.15847772712506414,-0.19624096548679437,0.14758007276138901,232,0.5474137931034483,0.016130554330833304,-0.01754403294389404,0.28175856205975225,-0.0684778977842112
TLT,5,252,10.0,10,0.0012183260558427111,-0.21647031427914631,0.04074850755469582,211,0.5450236966824644,0.015157185388615237,-0.01760213943505712,0.25625455428710225,-0.0684778977842112
TLT,10,126,5.0,5,-0.01885704065318039,-0.2937297812196398,0.03330290218935001,191,0.5026178010471204,0.021406460931533866,-0.02110447671479342,0.4639300461501093,-0.0684778977842112
TLT,10,126,5.0,10,0.03700352495287196,-0.29665361688585323,0.06905712421088767,180,0.5,0.02121242427008753,-0.02011554476977702,0.43721156181685694,-0.0684778977842112
TLT,10,126,10.0,5,-0.17945168072050155,-0.3289430714753315,-0.08632405631891346,184,0.47282608695652173,0.021685351691971336,-0.020781943096569944,0.44692737430167595,-0.0684778977842112
TLT,10,126,10.0,10,-0.12792301435535836,-0.33038326210079405,-0.05282664264443914,173,0.4682080924855491,0.021527451013359664,-0.01976980675806349,0.4202088899684236,-0.0684778977842112
TLT,10,252,5.0,5,-0.27550434045798256,-0.41138882381783703,-0.1874232900507711,169,0.48520710059171596,0.020113206835212342,-0.021970626238493603,0.4104930774836046,-0.0684778977842112
TLT,10,252,5.0,10,-0.23647281050746416,-0.40933092564972784,-0.15543834544638693,157,0.49044585987261147,0.020205439399661993,-0.022103080816071038,0.38134564002914745,-0.0684778977842112
TLT,10,252,10.0,5,-0.4585788454439874,-0.5172382957272312,-0.4194901067361466,160,0.4375,0.0196815674799243,-0.0215181393117896,0.38863249939276173,-0.0684778977842112
TLT,10,252,10.0,10,-0.4077231551642755,-0.4836131564279743,-0.36427747600492993,149,0.4429530201342282,0.019728272187082566,-0.02137603582196489,0.3619140150595094,-0.0684778977842112
