date,symbol,current_state,markov_weighted_ev,coverage,weighted_samples
2022-06-13,SPY,4,-0.0004763163906055543,0.8564686954541832,113.42743441106974
2022-06-14,SPY,3,-0.0012048623764364217,0.8819455920036102,117.71507242171097
2022-06-15,SPY,1,-0.0016385793814061352,0.869381185552916,116.16462947694797
2022-06-16,SPY,2,-0.0021321177197775906,0.8947755176133715,120.43242695123102
2022-06-17,SPY,2,-0.0025007444312373445,0.8954563833316512,121.48550160851352
2022-06-21,SPY,0,-0.0029447899137313126,0.9192333782911245,123.82429694620066
2022-06-22,SPY,0,-0.0028832846821722014,0.9046909947150905,122.05488565421307
2022-06-23,SPY,0,-0.0028478930363253136,0.9036245877296297,121.30416970020312
2022-06-24,SPY,0,-0.0028625765913958276,0.9083743290794253,120.44801996647705
2022-06-27,SPY,0,-0.0029142418704193552,0.9036847677110162,119.18258933804492
2022-06-28,SPY,0,-0.0030325924674468544,0.8996723859127715,117.80522751327433
2022-06-29,SPY,0,-0.0030989546429564343,0.9023231552844578,119.51558162611683
2022-06-30,SPY,0,-0.003066414330310837,0.9025381682295105,120.63941924451315
2022-07-01,SPY,0,-0.003124443931713632,0.9033345008901036,121.81120166009855
2022-07-05,SPY,0,-0.0032337783020187022,0.9026494357231365,121.9325734505772
2022-07-06,SPY,0,-0.0033752363714747804,0.9026494357231365,121.9325734505772
2022-07-07,SPY,0,-0.003400159345092801,0.9026494357231365,121.9325734505772
2022-07-08,SPY,0,-0.003414772807187596,0.9040649710070856,123.4188126626967
2022-07-11,SPY,0,-0.0033309377508311208,0.9147498185925812,125.36591018889334
2022-07-12,SPY,0,-0.0032877537283213564,0.9157390286557282,126.34415517042846
2022-07-13,SPY,0,-0.0032890244367462834,0.9161352304241609,127.26849044020291
2022-07-14,SPY,0,-0.003327596252670924,0.9170141640091306,128.22966899938714
2022-07-15,SPY,0,-0.0034366138035175756,0.9181374981322371,129.1703807515438
2022-07-18,SPY,0,-0.0034636404418258507,0.9186164899378566,130.11860509052795
2022-07-19,SPY,0,-0.003478351914365115,0.9197465373173777,131.10229936065696
2022-07-20,SPY,0,-0.003337208145844755,0.9177188406401938,131.92215441216976
2022-07-21,SPY,0,-0.0031236419773098692,0.9179190654278693,133.1226126850105
2022-07-22,SPY,0,-0.0028564674961429346,0.918250757014771,133.3567694107809
2022-07-25,SPY,0,-0.00275689093276083,0.918250757014771,133.3567694107809
2022-07-26,SPY,0,-0.0026922776652434973,0.918250757014771,133.3567694107809
2022-07-27,SPY,0,-0.002861957675952463,0.918250757014771,133.3567694107809
2022-07-28,SPY,0,-0.002903680240625785,0.9179874133568675,134.78527437713893
2022-07-29,SPY,0,-0.002859939559223772,0.9181895942280325,135.9960989024125
2022-08-01,SPY,0,-0.002708798251965029,0.9185044575502948,136.22469464122702
2022-08-02,SPY,0,-0.002537261534559401,0.9185044575502948,136.22469464122702
2022-08-03,SPY,0,-0.002345771877055501,0.9189781004524055,137.7709154495895
2022-08-04,SPY,0,-0.002218088163197062,0.9187076018312951,138.977201381012
2022-08-05,SPY,0,-0.0021401798357142186,0.919219529832378,140.21195781908332
2022-08-08,SPY,0,-0.0021288290625755685,0.918888422430785,141.44255650906658
2022-08-09,SPY,0,-0.002134313420257877,0.9191704308216693,141.6383527823226
2022-08-10,SPY,0,-0.0021566955303982927,0.919799049250836,143.20023053374993
2022-08-11,SPY,0,-0.002106164247697269,0.9194611151696488,144.49291681299957
2022-08-12,SPY,0,-0.0020949472805362117,0.9200135249167929,145.71364046943643
2022-08-15,SPY,0,-0.0019811358058564273,0.9197060260590185,145.89311977648293
2022-08-16,SPY,0,-0.0018560483079137833,0.9205083086545277,147.53885270039908
2022-08-17,SPY,0,-0.0017073320506786227,0.9205337326703649,148.7794115475664
2022-08-18,SPY,0,-0.0016577670132815966,0.9201605796815919,148.94860748583662
2022-08-19,SPY,0,-0.0015375462529652118,0.9201605796815919,148.94860748583662
2022-08-22,SPY,0,-0.0015367978185544227,0.9201605796815919,148.94860748583662
2022-08-23,SPY,0,-0.0016621662124378703,0.9201605796815919,148.94860748583662
2022-08-24,SPY,0,-0.0018312176668678986,0.9201605796815919,148.94860748583662
2022-08-25,SPY,0,-0.0019930489742990914,0.9201605796815919,148.94860748583662
2022-08-26,SPY,0,-0.0021650408037446633,0.9201605796815919,148.94860748583662
2022-08-29,SPY,0,-0.0023892777657664086,0.9201605796815919,148.94860748583662
2022-08-30,SPY,0,-0.002560179524674326,0.9201605796815919,148.94860748583662
2022-08-31,SPY,0,-0.0027511767792803865,0.9211252347853247,150.70280979087013
2022-09-01,SPY,0,-0.002960988248950565,0.9207393453995844,150.84844238638698
